vmId,tenantId,cores,ram,vmTypeId,starttime,endtime
113220,22204,42.0,7.0,0,-1497.0,inf
113246,22225,30.0,7.0,0,-1497.0,inf
288966,51210,42.0,7.0,0,-1497.0,inf
289008,51243,2000.0,560.0,0,-1497.0,inf
1595294,260873,30.0,7.0,0,-1497.0,inf
1595321,260848,168.0,28.0,0,-1497.0,inf
1601294,262445,800.0,112.0,0,-1497.0,inf
1816185,339546,200.0,28.0,0,-1497.0,inf
2029854,459883,42.0,7.0,0,-1497.0,inf
2532877,663187,42.0,7.0,0,-1497.0,inf
5154083,1536983,42.0,7.0,0,-1497.0,inf
5154149,1537032,42.0,7.0,0,-1497.0,inf
5182099,1547327,200.0,28.0,0,-1497.0,inf
5813375,1937231,42.0,7.0,0,-1497.0,inf
5888559,1946700,84.0,14.0,0,-1497.0,inf
5888568,1946720,42.0,7.0,0,-1497.0,inf
5921329,1954670,42.0,7.0,0,-1497.0,inf
6078984,2013081,42.0,7.0,0,-1497.0,inf
6187873,2035560,100.0,14.0,0,-1497.0,inf
6279494,2062226,84.0,14.0,0,-1497.0,inf
6989801,2468722,42.0,7.0,0,-1497.0,inf
6997458,2469973,84.0,14.0,0,-1497.0,inf
7235245,2655673,42.0,7.0,0,-1497.0,inf
7235300,2655719,100.0,14.0,0,-1497.0,inf
289078,51267,84.0,14.0,0,-1426.954328703694,inf
2030144,459906,400.0,112.0,0,-1401.249305555597,65.57409026613459
1658923,294394,336.0,56.0,0,-1395.066018518526,inf
2030210,459921,11.0,3.0,0,-1384.541516203899,inf
2030217,459923,42.0,7.0,0,-1384.0116087961942,8.884698819369078
1937056,429341,200.0,28.0,0,-1380.5881365742534,inf
2030427,459961,168.0,28.0,0,-1365.1284490739927,inf
2030516,459977,42.0,7.0,0,-1359.1832291665487,inf
2030772,460021,336.0,56.0,0,-1343.8465625001118,inf
6997540,2470033,30.0,7.0,0,-1339.2422685185447,43.15302456030622
1683106,299193,336.0,56.0,0,-1338.5081250001676,inf
2030824,460030,42.0,7.0,0,-1337.3588310186751,inf
5154201,1537060,42.0,7.0,0,-1336.2323032408021,inf
2512481,646711,800.0,64.0,0,-1332.0939930556342,inf
5882742,1945406,84.0,14.0,0,-1308.4136689812876,inf
122149,23728,42.0,7.0,0,-1298.7134606479667,inf
5813427,1937266,42.0,7.0,0,-1295.9890856482089,inf
2031160,460079,100.0,14.0,0,-1290.722314815037,inf
2031188,460080,2400.0,672.0,0,-1290.2280787038617,inf
5154229,1536962,400.0,112.0,0,-1290.0246527777053,89.27647453686222
2031357,460089,2400.0,672.0,0,-1282.0591435185634,inf
2031449,460089,2400.0,672.0,0,-1282.0591435185634,inf
7278074,2678762,1600.0,448.0,0,-1281.0331597221084,inf
5124795,1532060,42.0,7.0,0,-1273.9735416667536,inf
4339419,1233094,42.0,7.0,0,-1273.9286226853728,inf
7009100,2471740,42.0,7.0,0,-1273.1163310185075,inf
122326,23764,84.0,14.0,0,-1270.8593171294779,inf
6981245,2467708,60.0,14.0,0,-1267.768356481567,14.829305544029921
2031634,460108,84.0,14.0,0,-1266.2496527777985,inf
2465431,640145,200.0,28.0,0,-1265.9383449074812,inf
5124801,1532102,30.0,7.0,0,-1264.233773148153,inf
289133,51298,120.0,28.0,0,-1261.9552777777426,inf
3545422,1042656,42.0,7.0,0,-1253.9310069442727,inf
5497137,1654520,42.0,7.0,0,-1253.672604166437,inf
337702,61133,42.0,7.0,0,-1252.8993865740485,inf
337786,61189,42.0,7.0,0,-1252.4207523148507,76.00492352992296
6862480,2438949,42.0,7.0,0,-1251.8463773149997,1.4917147336527705
7353515,2703250,800.0,112.0,0,-1251.276678240858,inf
122383,23778,42.0,7.0,0,-1240.9388310187496,inf
122559,23818,42.0,7.0,0,-1227.2061342592351,inf
6981258,2467716,84.0,14.0,0,-1223.7911689816974,inf
2762350,766287,400.0,112.0,0,-1223.5101157408208,inf
2762354,766291,100.0,14.0,0,-1219.6925115738995,inf
5921576,1954813,11.0,3.0,0,-1217.53918981459,inf
6823145,2417216,100.0,14.0,0,-1213.415300925728,inf
6862521,2438976,200.0,28.0,0,-1211.935694444459,inf
2031783,460125,42.0,7.0,0,-1205.1508217593655,inf
2786784,785786,42.0,7.0,0,-1195.385173611343,inf
122903,23901,42.0,7.0,0,-1195.057453703601,inf
123006,23922,168.0,112.0,0,-1186.8388425926678,inf
2031860,460134,42.0,7.0,0,-1185.0792129631154,inf
