vmId,tenantId,cores,ram,vmTypeId,starttime,endtime
9975,3430,42.0,7.0,0,-1497.0,0.750174583401531
10938,3559,200.0,28.0,0,-1497.0,inf
113252,22229,800.0,224.0,0,-1497.0,53.71442883089185
361180,77237,42.0,7.0,0,-1497.0,inf
1543658,246622,800.0,112.0,0,-1497.0,inf
1595308,260883,42.0,7.0,0,-1497.0,inf
1658902,294385,100.0,14.0,0,-1497.0,inf
1682963,299253,42.0,7.0,0,-1497.0,inf
1683012,299290,336.0,56.0,0,-1497.0,42.60921340296045
1683017,299295,200.0,28.0,0,-1497.0,inf
2029910,459887,400.0,56.0,0,-1497.0,inf
2465307,640051,84.0,14.0,0,-1497.0,inf
2532877,663187,42.0,7.0,0,-1497.0,inf
2532947,663229,42.0,7.0,0,-1497.0,inf
4339363,1233087,168.0,28.0,0,-1497.0,inf
5124680,1532010,42.0,7.0,0,-1497.0,inf
5154127,1537014,42.0,7.0,0,-1497.0,inf
5225888,1553820,42.0,7.0,0,-1497.0,inf
5888479,1946700,84.0,14.0,0,-1497.0,inf
5888493,1946700,84.0,14.0,0,-1497.0,inf
5888503,1946700,84.0,14.0,0,-1497.0,inf
5921294,1954651,11.0,3.0,0,-1497.0,inf
6078952,2013055,42.0,7.0,0,-1497.0,inf
6279540,2062261,42.0,7.0,0,-1497.0,inf
6279551,2062269,42.0,7.0,0,-1497.0,inf
6981152,2467683,42.0,7.0,0,-1497.0,inf
6989792,2468716,42.0,7.0,0,-1497.0,inf
6997457,2469972,42.0,7.0,0,-1497.0,inf
6997474,2469931,168.0,28.0,0,-1497.0,inf
7235002,2655556,336.0,224.0,0,-1497.0,22.406695555429906
7235251,2655678,42.0,7.0,0,-1497.0,inf
7278048,2678738,60.0,14.0,0,-1497.0,inf
7353458,2703221,400.0,112.0,0,-1497.0,inf
7353500,2703240,100.0,14.0,0,-1497.0,5.750119687523693
6981163,2467686,400.0,112.0,0,-1437.0289699072018,inf
5888570,1946716,400.0,56.0,0,-1435.1709027779289,inf
6192600,2037460,200.0,28.0,0,-1434.2977893520147,inf
6862186,2438838,84.0,14.0,0,-1420.8737847222947,inf
1984009,452331,100.0,14.0,0,-1419.118622685317,inf
5921453,1954754,100.0,14.0,0,-1419.1153703704476,inf
2030066,459912,400.0,112.0,0,-1416.2861574073322,inf
361216,77267,30.0,7.0,0,-1402.2801273148507,inf
1683065,299329,42.0,7.0,0,-1400.3675578702241,22.854160671122372
6079000,2013096,84.0,14.0,0,-1394.03421296319,inf
2030191,459887,400.0,56.0,0,-1388.3662847219966,inf
6192632,2037474,168.0,28.0,0,-1386.3567476850003,inf
97163,20408,30.0,7.0,0,-1379.3851157408208,inf
7009054,2471707,42.0,7.0,0,-1379.168090277817,11.897250717505813
2030264,459935,42.0,7.0,0,-1378.9451388888992,55.318609930574894
5154176,1537052,42.0,7.0,0,-1373.4651273149066,inf
2030343,459949,42.0,7.0,0,-1371.6622337964363,inf
6898212,2460819,100.0,14.0,0,-1366.0413310183212,inf
2030436,459963,42.0,7.0,0,-1365.0234259259887,8.005505960434675
2030541,459980,400.0,56.0,0,-1358.8754282407463,inf
1625833,270673,100.0,14.0,0,-1357.1932291667908,inf
5921498,1954768,336.0,56.0,0,-1356.9067708333023,inf
1683090,299193,336.0,56.0,0,-1356.8476388887502,inf
2532971,663261,42.0,7.0,0,-1355.4843865740113,inf
2030706,460010,100.0,14.0,0,-1351.897199074272,inf
2030826,460030,42.0,7.0,0,-1337.3588310186751,inf
6192643,2037480,11.0,3.0,0,-1337.190868055448,inf
2030924,460047,42.0,7.0,0,-1328.6299189813435,inf
2030929,460048,42.0,7.0,0,-1328.440451388713,inf
6981230,2467686,800.0,224.0,0,-1322.2153703705408,inf
5154208,1537066,42.0,7.0,0,-1318.236828703899,54.357733367942274
289112,51285,42.0,7.0,0,-1317.1402662037872,inf
2031070,460067,42.0,7.0,0,-1301.3615277777426,inf
2031129,460075,200.0,28.0,0,-1296.075810185168,inf
122214,23738,42.0,7.0,0,-1295.2401736113243,inf
11067,3626,200.0,28.0,0,-1285.9416435183957,inf
2465410,640105,11.0,3.0,0,-1284.1093171294779,inf
2031338,460089,2400.0,672.0,0,-1282.0591435185634,inf
1601303,262451,1600.0,448.0,0,-1281.0331828705966,inf
5154239,1537078,200.0,28.0,0,-1276.7695138887502,inf
5124793,1532096,60.0,14.0,0,-1276.0231365738437,76.88477562507614
1658942,294396,800.0,112.0,0,-1273.0451388889924,inf
2031578,460100,400.0,56.0,0,-1272.9792824075557,inf
2031620,460077,400.0,56.0,0,-1269.7562731481157,inf
6279608,2062313,42.0,7.0,0,-1269.0947569445707,inf
5882747,1945410,84.0,14.0,0,-1259.948136574123,inf
97181,20397,42.0,7.0,0,-1254.5691203703173,inf
97182,20421,30.0,7.0,0,-1254.132581018377,inf
3545359,1042620,11.0,3.0,0,-1253.9694212963805,43.83891347236931
337578,61014,42.0,7.0,0,-1253.8991087963805,inf
337591,61026,42.0,7.0,0,-1253.8532407409512,41.91425053263083
337664,61096,42.0,7.0,0,-1253.1121296295896,inf
337777,61180,42.0,7.0,0,-1252.4430439816788,68.87968313647434
122352,23769,84.0,14.0,0,-1252.1983217592351,inf
122370,23774,30.0,7.0,0,-1249.5537268519402,17.264535648282617
6997585,2469990,84.0,56.0,0,-1246.7234490741976,inf
3546065,1042676,168.0,28.0,0,-1245.107013888657,inf
3546153,1042564,400.0,56.0,0,-1238.2490972219966,inf
2762332,766269,200.0,28.0,0,-1237.7740972223692,inf
122495,23803,84.0,14.0,0,-1237.0474652778357,inf
5921572,1954810,42.0,7.0,0,-1225.0691435183398,inf
1774154,327154,400.0,56.0,0,-1220.517662037164,inf
122636,23836,200.0,28.0,0,-1219.3082175925374,inf
122696,23852,42.0,7.0,0,-1213.2496990738437,inf
122716,23857,400.0,32.0,0,-1212.1474537039176,inf
122756,23868,100.0,14.0,0,-1207.1826736112125,inf
6862531,2438983,42.0,7.0,0,-1204.065451388713,inf
2786773,785779,42.0,7.0,0,-1199.3356481483206,inf
5888658,1946765,42.0,7.0,0,-1198.3255671295337,inf
2031835,460089,2400.0,672.0,0,-1193.7792361113243,inf
5921584,1954819,42.0,7.0,0,-1189.869027777575,inf
2032031,460144,2400.0,672.0,0,-1182.1660763886757,inf
2032079,460144,2400.0,672.0,0,-1182.1660648146644,inf
2032197,460144,2400.0,672.0,0,-1182.1660532406531,inf
2032207,460144,2400.0,672.0,0,-1182.1660532406531,inf
2032216,460144,2400.0,672.0,0,-1182.1660532406531,inf
5124831,1532123,200.0,56.0,0,-1178.2605671295896,inf
