vmId,tenantId,cores,ram,vmTypeId,starttime,endtime
288987,51229,120.0,28.0,0,-1497.0,inf
5168440,1542105,11.0,3.0,0,-1497.0,inf
5168446,1542110,11.0,3.0,0,-1497.0,41.473466840106994
260477,32309,42.0,7.0,0,-1497.0,inf
260476,32309,42.0,7.0,0,-1497.0,inf
5124707,1532034,42.0,7.0,0,-1497.0,inf
5124708,1532034,42.0,7.0,0,-1497.0,inf
1543643,246612,42.0,7.0,0,-1497.0,inf
1543644,246612,42.0,7.0,0,-1497.0,inf
5813394,1937246,42.0,7.0,0,-1497.0,inf
6897016,2460753,42.0,7.0,0,-1497.0,inf
6897015,2460753,42.0,7.0,0,-1497.0,inf
1601279,262432,200.0,28.0,0,-1497.0,inf
6187839,2035526,200.0,56.0,0,-1497.0,22.725495358929038
7235288,2655710,168.0,28.0,0,-1497.0,inf
7235258,2655685,42.0,7.0,0,-1497.0,54.88903831038624
6997435,2469955,84.0,14.0,0,-1497.0,inf
2014551,457909,42.0,7.0,0,-1497.0,inf
6981119,2467655,84.0,14.0,0,-1497.0,inf
1658903,294386,200.0,28.0,0,-1497.0,5.847733726724982
6078949,2013052,84.0,14.0,0,-1497.0,41.894386145751916
289076,51265,42.0,7.0,0,-1428.0847685183398,inf
6862120,2438794,42.0,7.0,0,-1420.9805787038058,inf
5921453,1954754,100.0,14.0,0,-1419.1153703704474,inf
5225954,1553868,168.0,28.0,0,-1407.4242361113434,inf
1625802,270648,200.0,28.0,0,-1393.3128587962128,inf
2030331,459946,42.0,7.0,0,-1372.307731481269,inf
2030332,459946,42.0,7.0,0,-1372.307731481269,inf
2030333,459946,42.0,7.0,0,-1372.307731481269,inf
2030334,459946,42.0,7.0,0,-1372.307731481269,inf
2030408,459906,400.0,112.0,0,-1366.4175694445148,inf
2030409,459906,400.0,112.0,0,-1366.4175694445148,inf
2030410,459906,400.0,112.0,0,-1366.4175694445148,inf
2030407,459906,400.0,112.0,0,-1366.4175694445148,inf
7009063,2471691,42.0,7.0,0,-1365.9346527778544,inf
6862313,2438907,42.0,7.0,0,-1363.1102777780036,inf
5921469,1954766,120.0,28.0,0,-1358.1969791664742,inf
6823122,2417192,400.0,56.0,0,-1357.2228009258395,inf
2030661,460002,100.0,14.0,0,-1354.668414351996,inf
2030660,460002,100.0,14.0,0,-1354.668414351996,inf
2030666,460002,100.0,14.0,0,-1354.668414351996,inf
2030665,460002,100.0,14.0,0,-1354.668414351996,inf
2030664,460002,100.0,14.0,0,-1354.668414351996,inf
2030663,460002,100.0,14.0,0,-1354.668414351996,inf
2030662,460002,100.0,14.0,0,-1354.668414351996,inf
2030667,460002,100.0,14.0,0,-1354.668414351996,inf
2030659,460002,100.0,14.0,0,-1354.668414351996,inf
2030669,460002,100.0,14.0,0,-1354.668414351996,inf
2030670,460002,100.0,14.0,0,-1354.668414351996,inf
2030668,460002,100.0,14.0,0,-1354.668414351996,inf
6862428,2438923,2000.0,560.0,0,-1341.9992013890296,inf
6862425,2438923,2000.0,560.0,0,-1341.9992013890296,inf
6862427,2438923,2000.0,560.0,0,-1341.9992013890296,inf
1683107,299346,200.0,28.0,0,-1338.2844791668467,inf
1954307,442423,400.0,56.0,0,-1335.4958912036384,inf
