vmId,tenantId,cores,ram,vmTypeId,starttime,endtime
288987,51229,120.0,28.0,0,-1497.0,inf
5165300,1540968,42.0,7.0,0,-1497.0,5.741673402953893
7353422,2703211,168.0,28.0,0,-1497.0,inf
7353421,2703211,168.0,28.0,0,-1497.0,inf
7353420,2703211,168.0,28.0,0,-1497.0,inf
1983955,452295,42.0,7.0,0,-1497.0,inf
1983956,452295,42.0,7.0,0,-1497.0,inf
260514,32338,42.0,7.0,0,-1497.0,inf
5168374,1542050,42.0,7.0,0,-1497.0,inf
5124693,1532020,42.0,7.0,0,-1497.0,inf
5813343,1937211,42.0,7.0,0,-1497.0,70.78454707190393
5154148,1537031,42.0,7.0,0,-1497.0,inf
4339331,1233069,168.0,28.0,0,-1497.0,inf
1595261,260858,84.0,14.0,0,-1497.0,inf
1595262,260858,168.0,28.0,0,-1497.0,inf
1595263,260858,168.0,28.0,0,-1497.0,inf
1595264,260858,84.0,14.0,0,-1497.0,inf
1595265,260858,42.0,7.0,0,-1497.0,inf
1595266,260858,42.0,7.0,0,-1497.0,inf
113222,22206,42.0,7.0,0,-1497.0,inf
1937037,429322,400.0,32.0,0,-1497.0,inf
10048,3468,30.0,7.0,0,-1497.0,inf
10047,3468,30.0,7.0,0,-1497.0,inf
10046,3468,30.0,7.0,0,-1497.0,inf
10045,3468,30.0,7.0,0,-1497.0,inf
10044,3468,30.0,7.0,0,-1497.0,inf
10043,3468,30.0,7.0,0,-1497.0,inf
10042,3468,30.0,7.0,0,-1497.0,inf
10041,3468,30.0,7.0,0,-1497.0,inf
10040,3468,30.0,7.0,0,-1497.0,inf
10039,3468,30.0,7.0,0,-1497.0,inf
9978,3431,42.0,7.0,0,-1497.0,inf
9977,3431,42.0,7.0,0,-1497.0,inf
2532948,663243,42.0,7.0,0,-1497.0,inf
10854,3512,42.0,7.0,0,-1497.0,inf
5225897,1553828,84.0,14.0,0,-1497.0,inf
1683014,299292,42.0,7.0,0,-1497.0,inf
5225867,1553801,84.0,14.0,0,-1497.0,inf
5225866,1553801,168.0,28.0,0,-1497.0,inf
7235324,2655737,100.0,14.0,0,-1497.0,inf
5816527,1937963,42.0,7.0,0,-1497.0,0.32710035890340805
2465345,640083,42.0,7.0,0,-1497.0,inf
5882723,1945390,336.0,56.0,0,-1497.0,inf
5882719,1945386,30.0,7.0,0,-1497.0,inf
2465268,640025,168.0,28.0,0,-1497.0,70.24404159700498
2465269,640025,168.0,28.0,0,-1497.0,70.24404162028804
6997414,2469937,42.0,7.0,0,-1497.0,inf
6981132,2467666,11.0,3.0,0,-1497.0,inf
6279486,2062219,42.0,7.0,0,-1497.0,inf
3604853,1070545,16.0,112.0,0,-1436.707754629664,31.288741365540773
6862149,2438815,42.0,7.0,0,-1421.1115046297198,inf
6862184,2438837,42.0,7.0,0,-1420.9800925925376,inf
6078995,2013092,42.0,7.0,0,-1406.1002893517725,inf
6078996,2013092,42.0,7.0,0,-1406.1002893517725,inf
1937051,429336,400.0,56.0,0,-1400.889988426119,85.00694986106828
7009046,2471701,84.0,14.0,0,-1400.3299537035634,inf
6192273,2037344,11.0,3.0,0,-1400.172569444403,inf
6823106,2417179,800.0,112.0,0,-1399.1699074073695,inf
2532960,663253,42.0,7.0,0,-1398.5056250002233,inf
6823113,2417184,400.0,56.0,0,-1388.6402662037872,inf
1984020,452339,42.0,7.0,0,-1387.2114930553366,inf
1984019,452339,42.0,7.0,0,-1387.2114930553366,inf
5154170,1537047,42.0,7.0,0,-1386.1381944445893,inf
97162,20407,42.0,7.0,0,-1384.8898611110635,inf
1937056,429341,200.0,28.0,0,-1380.5881365742534,inf
260533,32350,42.0,7.0,0,-1361.8041898147205,inf
5175287,1543098,200.0,28.0,0,-1355.874942129478,inf
6192451,2037374,84.0,14.0,0,-1325.0203125001865,inf
2512488,646718,1600.0,448.0,0,-1323.5032986109145,inf
